created_at,user.location,user.followers_count,user.friends_count,text
2019-02-19 11:17:03,Nigeria,557,151,"#NowPlaying @gucci1017 - Gucci-Mane-ft-Lil-Skies-Mad-Russian.mp3 On #unilagmusic  with @davidalbert_umw  

&gt;&gt;… https://t.co/DOuVeJzkUv"
2019-02-19 11:17:03,Where u've never been,689,640,"So Kepa is second choice to De Gea in spain, and caballero is second choice to Romero in Argentina. Wow!!! Second H… https://t.co/SiZhYbm2bZ"
2019-02-19 11:17:04,"Bangalore, India",530,366,The body is a vehicle for doing what the mind says can be done - Anon
2019-02-19 11:17:06,Worldwide,2745,4993,When you’re totally in sync... #TuesdayThoughts https://t.co/XcnSjMuz73
2019-02-19 11:17:02,IOWA,49,98,"God plans are better then anything we could ever come up with,so trust in God. #TuesdayThoughts #TuesdayMotivation"
2019-02-19 11:17:11,"Brighton, England",779,677,"Hello my angels 👼 Your daily tarot reading for Tuesday 19 February is out now 🎉 https://t.co/9sRau5QCaE

Have a gre… https://t.co/moANd5IzTO"
2019-02-19 11:17:16,,123,206,Facts!!!! #TuesdayThoughts https://t.co/XknKDqy9cr
2019-02-19 11:17:17,,5576,5186,"I saw a cobweb, eye floaters and a hippy? What do you see? #TuesdayMotivation #TuesdayThoughts #Trump… https://t.co/gwJ4k43l84"
2019-02-19 11:17:18,England,40639,44066,"#Lunch #LifeStories Part 2
Decision Making at 600MPH

Sir Ian Ferguson RAF Fighter Pilot tells us #TuesdayThoughts… https://t.co/fudFN9Z5bU"
2019-02-19 11:17:23,"Novi, MI",815,1376,Take a second to think about how blessed you are. #grateful #blessed #TuesdayThoughts https://t.co/mERYbBu3Ab
2019-02-19 11:17:27,"Miami, FL",3331,4682,Good morning #Tuesday...but first ☕️ coffee! 😘 #TuesdayThoughts  #Tuesdaycoffee https://t.co/VjgoGzS8wh
2019-02-19 11:17:29,On The T Or In Outer Space,1859,700,"Ready to log another successful Tuesday on the books?
#TuesdayThoughts 
#TuesdayMotivation https://t.co/Bn2bBEAhIj"
2019-02-19 11:17:31,,216,151,"yesterday i gave out FREE fixed match and people ignored, Don't say I didn't give out this link. Follow the link &amp;… https://t.co/S8SytLaqgq"
